x,y,contr_rate,cuts
57.75,59.75,1.39865982532501,"[1,1.5)"
58.25,59.75,1.5097291469574,"[1.5,2)"
58.75,59.75,2.02486252784729,"[2,2.5)"
59.25,59.75,2.30854153633118,"[2,2.5)"
59.75,59.75,1.99534630775452,"[1.5,2)"
60.25,59.75,1.53437912464142,"[1.5,2)"
60.75,59.75,1.93822240829468,"[1.5,2)"
61.25,59.75,1.7219865322113,"[1.5,2)"
61.75,59.75,2.41883730888367,"[2,2.5)"
62.25,59.75,1.28921639919281,"[1,1.5)"
62.75,59.75,1.73887360095978,"[1.5,2)"
63.25,59.75,1.91457986831665,"[1.5,2)"
63.75,59.75,1.80141317844391,"[1.5,2)"
64.25,59.75,2.12942218780518,"[2,2.5)"
64.75,59.75,1.09607076644897,"[1,1.5)"
65.25,59.75,1.9665619134903,"[1.5,2)"
65.75,59.75,1.55588948726654,"[1.5,2)"
66.25,59.75,0.816296517848969,"[0.5,1)"
66.75,59.75,1.10067057609558,"[1,1.5)"
67.25,59.75,1.44244134426117,"[1,1.5)"
67.75,59.75,2.01119136810303,"[2,2.5)"
68.25,59.75,1.22367715835571,"[1,1.5)"
68.75,59.75,1.1705926656723,"[1,1.5)"
69.25,59.75,1.14037764072418,"[1,1.5)"
69.75,59.75,2.00234246253967,"[2,2.5)"
70.25,59.75,1.88588666915894,"[1.5,2)"
70.75,59.75,1.42517232894897,"[1,1.5)"
71.25,59.75,1.22135722637177,"[1,1.5)"
71.75,59.75,1.58842420578003,"[1.5,2)"
72.25,59.75,0.952659428119659,"[0.5,1)"
72.75,59.75,1.21557176113129,"[1,1.5)"
73.25,59.75,1.0199761390686,"[1,1.5)"
73.75,59.75,1.62657237052917,"[1.5,2)"
74.25,59.75,0.697344124317169,"[0.5,1)"
74.75,59.75,0.623234510421753,"[0.5,1)"
75.25,59.75,1.77732157707214,"[1.5,2)"
75.75,59.75,1.159224152565,"[1,1.5)"
76.25,59.75,1.26453185081482,"[1,1.5)"
76.75,59.75,1.61537504196167,"[1.5,2)"
77.25,59.75,1.19430947303772,"[1,1.5)"
77.75,59.75,0.392478257417679,"[0,0.5)"
78.25,59.75,0.787867367267609,"[0.5,1)"
78.75,59.75,1.92365825176239,"[1.5,2)"
79.25,59.75,1.27668404579163,"[1,1.5)"
79.75,59.75,1.13059663772583,"[1,1.5)"
80.25,59.75,1.13469910621643,"[1,1.5)"
80.75,59.75,1.32742655277252,"[1,1.5)"
81.25,59.75,0.60344672203064,"[0.5,1)"
81.75,59.75,0.614331305027008,"[0.5,1)"
82.25,59.75,0.819809317588806,"[0.5,1)"
82.75,59.75,1.24077904224396,"[1,1.5)"
83.25,59.75,0.535784840583801,"[0.5,1)"
83.75,59.75,1.7091418504715,"[1.5,2)"
84.25,59.75,1.42593884468079,"[1,1.5)"
84.75,59.75,1.50204038619995,"[1.5,2)"
85.25,59.75,1.38734233379364,"[1,1.5)"
85.75,59.75,0.482697129249573,"[0,0.5)"
86.25,59.75,0.056482695043087,"[0,0.5)"
86.75,59.75,0.948306143283844,"[0.5,1)"
87.25,59.75,0.649486362934113,"[0.5,1)"
87.75,59.75,0.929959654808044,"[0.5,1)"
88.25,59.75,1.1865541934967,"[1,1.5)"
88.75,59.75,1.46362781524658,"[1,1.5)"
89.25,59.75,0.437684416770935,"[0,0.5)"
89.75,59.75,1.17132651805878,"[1,1.5)"
90.25,59.75,1.88023805618286,"[1.5,2)"
90.75,59.75,0.656397759914398,"[0.5,1)"
91.25,59.75,0.70165878534317,"[0.5,1)"
91.75,59.75,1.55599272251129,"[1.5,2)"
92.25,59.75,1.04533064365387,"[1,1.5)"
92.75,59.75,1.81058824062347,"[1.5,2)"
93.25,59.75,1.12759506702423,"[1,1.5)"
93.75,59.75,0.344345778226852,"[0,0.5)"
94.25,59.75,0.641954243183136,"[0.5,1)"
94.75,59.75,0.787280559539795,"[0.5,1)"
95.25,59.75,1.29373908042908,"[1,1.5)"
95.75,59.75,0.120827428996563,"[0,0.5)"
96.25,59.75,0.699180603027344,"[0.5,1)"
96.75,59.75,3.14160633087158,"[3,3.5)"
97.25,59.75,0.157304704189301,"[0,0.5)"
97.75,59.75,0.329035013914108,"[0,0.5)"
98.25,59.75,0.740978002548218,"[0.5,1)"
98.75,59.75,0.34718269109726,"[0,0.5)"
99.25,59.75,0,"[0,0.5)"
99.75,59.75,0.48315766453743,"[0,0.5)"
100.25,59.75,0.360793381929398,"[0,0.5)"
100.75,59.75,0.679798305034638,"[0.5,1)"
101.25,59.75,0.296382695436478,"[0,0.5)"
101.75,59.75,0.287942260503769,"[0,0.5)"
102.25,59.75,0.592095255851746,"[0.5,1)"
102.75,59.75,2.81409549713135,"[2.5,3)"
103.25,59.75,0.314754039049149,"[0,0.5)"
103.75,59.75,0.0866179391741753,"[0,0.5)"
104.25,59.75,0.082203783094883,"[0,0.5)"
104.75,59.75,0.0389747060835362,"[0,0.5)"
105.25,59.75,0.605410397052765,"[0.5,1)"
105.75,59.75,0,"[0,0.5)"
106.25,59.75,1.49655306339264,"[1,1.5)"
106.75,59.75,0.804042935371399,"[0.5,1)"
107.25,59.75,1.04707455635071,"[1,1.5)"
107.75,59.75,0.0147154396399856,"[0,0.5)"
108.25,59.75,0.199830755591393,"[0,0.5)"
108.75,59.75,0.743002057075501,"[0.5,1)"
109.25,59.75,0.0984192490577698,"[0,0.5)"
109.75,59.75,0,"[0,0.5)"
110.25,59.75,0,"[0,0.5)"
110.75,59.75,,
111.25,59.75,,
111.75,59.75,0,"[0,0.5)"
112.25,59.75,0.194264397025108,"[0,0.5)"
112.75,59.75,0.200162261724472,"[0,0.5)"
113.25,59.75,5.4671688079834,"[5,15)"
113.75,59.75,0.0116070238873363,"[0,0.5)"
114.25,59.75,,
114.75,59.75,,
115.25,59.75,,
115.75,59.75,0.355680078268051,"[0,0.5)"
116.25,59.75,,
116.75,59.75,,
117.25,59.75,0.135094672441483,"[0,0.5)"
117.75,59.75,0,"[0,0.5)"
118.25,59.75,0.0648162662982941,"[0,0.5)"
118.75,59.75,0.815779447555542,"[0.5,1)"
119.25,59.75,1.17764031887054,"[1,1.5)"
119.75,59.75,,
120.25,59.75,,
120.75,59.75,,
121.25,59.75,1.12931895256042,"[1,1.5)"
121.75,59.75,,
122.25,59.75,0,"[0,0.5)"
122.75,59.75,,
123.25,59.75,0,"[0,0.5)"
123.75,59.75,0,"[0,0.5)"
124.25,59.75,0,"[0,0.5)"
124.75,59.75,0,"[0,0.5)"
125.25,59.75,0.770430147647858,"[0.5,1)"
125.75,59.75,,
126.25,59.75,0.306968778371811,"[0,0.5)"
126.75,59.75,0.603816628456116,"[0.5,1)"
127.25,59.75,0.0218567680567503,"[0,0.5)"
127.75,59.75,,
128.25,59.75,0,"[0,0.5)"
128.75,59.75,0,"[0,0.5)"
129.25,59.75,,
129.75,59.75,,
130.25,59.75,0,"[0,0.5)"
130.75,59.75,,
131.25,59.75,0.848221838474274,"[0.5,1)"
131.75,59.75,,
132.25,59.75,,
132.75,59.75,,
133.25,59.75,0.292456090450287,"[0,0.5)"
133.75,59.75,,
134.25,59.75,,
134.75,59.75,0,"[0,0.5)"
135.25,59.75,,
135.75,59.75,,
136.25,59.75,,
136.75,59.75,0,"[0,0.5)"
137.25,59.75,,
137.75,59.75,1.50497877597809,"[1.5,2)"
138.25,59.75,,
138.75,59.75,,
139.25,59.75,,
139.75,59.75,,
140.25,59.75,,
140.75,59.75,,
141.25,59.75,,
141.75,59.75,,
142.25,59.75,,
142.75,59.75,,
143.25,59.75,,
143.75,59.75,,
144.25,59.75,,
144.75,59.75,0,"[0,0.5)"
145.25,59.75,,
145.75,59.75,,
146.25,59.75,,
146.75,59.75,,
147.25,59.75,,
147.75,59.75,,
148.25,59.75,,
148.75,59.75,,
149.25,59.75,,
149.75,59.75,,
150.25,59.75,,
150.75,59.75,,
151.25,59.75,,
151.75,59.75,,
152.25,59.75,,
152.75,59.75,,
153.25,59.75,,
153.75,59.75,,
154.25,59.75,,
154.75,59.75,,
155.25,59.75,,
155.75,59.75,,
156.25,59.75,,
156.75,59.75,,
157.25,59.75,,
157.75,59.75,,
158.25,59.75,,
158.75,59.75,,
159.25,59.75,,
159.75,59.75,,
160.25,59.75,,
160.75,59.75,,
161.25,59.75,,
161.75,59.75,,
162.25,59.75,,
162.75,59.75,,
163.25,59.75,,
163.75,59.75,,
164.25,59.75,,
164.75,59.75,,
165.25,59.75,,
165.75,59.75,,
166.25,59.75,,
166.75,59.75,,
167.25,59.75,,
167.75,59.75,,
168.25,59.75,,
168.75,59.75,,
169.25,59.75,,
169.75,59.75,1.72158694267273,"[1.5,2)"
170.25,59.75,,
170.75,59.75,,
171.25,59.75,,
171.75,59.75,,
172.25,59.75,,
172.75,59.75,0,"[0,0.5)"
173.25,59.75,0.583873569965363,"[0.5,1)"
173.75,59.75,2.1574923992157,"[2,2.5)"
174.25,59.75,0.243777826428413,"[0,0.5)"
174.75,59.75,,
175.25,59.75,,
175.75,59.75,,
176.25,59.75,,
176.75,59.75,0.807319641113281,"[0.5,1)"
177.25,59.75,0,"[0,0.5)"
177.75,59.75,,
178.25,59.75,,
178.75,59.75,,
179.25,59.75,,
179.75,59.75,,
-179.75,59.25,,
-179.25,59.25,,
-178.75,59.25,,
-178.25,59.25,,
-177.75,59.25,,
-177.25,59.25,,
-176.75,59.25,,
-176.25,59.25,,
-175.75,59.25,,
-175.25,59.25,,
-174.75,59.25,,
-174.25,59.25,,
-173.75,59.25,,
-173.25,59.25,,
-172.75,59.25,0.37062269449234,"[0,0.5)"
-172.25,59.25,,
-171.75,59.25,0,"[0,0.5)"
-171.25,59.25,0,"[0,0.5)"
-170.75,59.25,0.38591080904007,"[0,0.5)"
-170.25,59.25,0.260048121213913,"[0,0.5)"
-169.75,59.25,0.0145438183099031,"[0,0.5)"
-169.25,59.25,0.00484337424859405,"[0,0.5)"
-168.75,59.25,0.304263263940811,"[0,0.5)"
-168.25,59.25,0,"[0,0.5)"
-167.75,59.25,,
-167.25,59.25,0.209864392876625,"[0,0.5)"
-166.75,59.25,0.0919532924890518,"[0,0.5)"
-166.25,59.25,0.195203259587288,"[0,0.5)"
-165.75,59.25,0.288120806217194,"[0,0.5)"
-165.25,59.25,0.434858441352844,"[0,0.5)"
-164.75,59.25,0.00221668928861618,"[0,0.5)"
-164.25,59.25,0.0939137861132622,"[0,0.5)"
-163.75,59.25,0.236936509609222,"[0,0.5)"
-163.25,59.25,0,"[0,0.5)"
-162.75,59.25,,
-162.25,59.25,0.135685190558434,"[0,0.5)"
-161.75,59.25,,
-161.25,59.25,0,"[0,0.5)"
-160.75,59.25,0,"[0,0.5)"
-160.25,59.25,0.279802709817886,"[0,0.5)"
-159.75,59.25,0.413594961166382,"[0,0.5)"
-159.25,59.25,0.010343624278903,"[0,0.5)"
-158.75,59.25,0,"[0,0.5)"
-158.25,59.25,0.149417147040367,"[0,0.5)"
-157.75,59.25,0.791494309902191,"[0.5,1)"
-157.25,59.25,0.144619986414909,"[0,0.5)"
-156.75,59.25,0.0973628684878349,"[0,0.5)"
-156.25,59.25,1.08014380931854,"[1,1.5)"
-155.75,59.25,0.0165101513266563,"[0,0.5)"
-155.25,59.25,0.0112634133547544,"[0,0.5)"
-154.75,59.25,0,"[0,0.5)"
-154.25,59.25,0.223068997263908,"[0,0.5)"
-153.75,59.25,2.55837082862854,"[2.5,3)"
-153.25,59.25,,
-152.75,59.25,0.230093851685524,"[0,0.5)"
-152.25,59.25,0.00623578811064363,"[0,0.5)"
-151.75,59.25,0.674630343914032,"[0.5,1)"
-151.25,59.25,0.0344288572669029,"[0,0.5)"
-150.75,59.25,0.597530007362366,"[0.5,1)"
-150.25,59.25,1.21805047988892,"[1,1.5)"
-149.75,59.25,1.19658350944519,"[1,1.5)"
-149.25,59.25,0.554276823997498,"[0.5,1)"
-148.75,59.25,0,"[0,0.5)"
-148.25,59.25,1.08993411064148,"[1,1.5)"
-147.75,59.25,0.0098008094355464,"[0,0.5)"
-147.25,59.25,0.0660122781991959,"[0,0.5)"
-146.75,59.25,0.723862946033478,"[0.5,1)"
-146.25,59.25,0,"[0,0.5)"
-145.75,59.25,0.0182921439409256,"[0,0.5)"
-145.25,59.25,0.43056908249855,"[0,0.5)"
-144.75,59.25,0.695681750774384,"[0.5,1)"
-144.25,59.25,0.878708183765411,"[0.5,1)"
-143.75,59.25,0,"[0,0.5)"
-143.25,59.25,4.95262050628662,"[4.5,5)"
-142.75,59.25,1.74746966362,"[1.5,2)"
-142.25,59.25,0.677916526794434,"[0.5,1)"
-141.75,59.25,2.07429075241089,"[2,2.5)"
-141.25,59.25,3.51640200614929,"[3.5,4)"
-140.75,59.25,1.88242483139038,"[1.5,2)"
-140.25,59.25,0.491597294807434,"[0,0.5)"
-139.75,59.25,0.0632189363241196,"[0,0.5)"
-139.25,59.25,0.044187355786562,"[0,0.5)"
-138.75,59.25,1.13980567455292,"[1,1.5)"
-138.25,59.25,0.159816801548004,"[0,0.5)"
-137.75,59.25,0,"[0,0.5)"
-137.25,59.25,0.300065487623215,"[0,0.5)"
-136.75,59.25,0.666164040565491,"[0.5,1)"
-136.25,59.25,3.82992768287659,"[3.5,4)"
-135.75,59.25,0.147661492228508,"[0,0.5)"
-135.25,59.25,0.774062693119049,"[0.5,1)"
-134.75,59.25,2.2568883895874,"[2,2.5)"
-134.25,59.25,2.22260880470276,"[2,2.5)"
-133.75,59.25,0.223304808139801,"[0,0.5)"
-133.25,59.25,1.80663561820984,"[1.5,2)"
-132.75,59.25,0.593192040920258,"[0.5,1)"
-132.25,59.25,0.293217092752457,"[0,0.5)"
-131.75,59.25,0.0117881819605827,"[0,0.5)"
-131.25,59.25,0.62220960855484,"[0.5,1)"
-130.75,59.25,0.498312741518021,"[0,0.5)"
-130.25,59.25,0.0572034530341625,"[0,0.5)"
-129.75,59.25,0.159712344408035,"[0,0.5)"
-129.25,59.25,0.0107174338772893,"[0,0.5)"
-128.75,59.25,0.13844045996666,"[0,0.5)"
-128.25,59.25,0.614855945110321,"[0.5,1)"
-127.75,59.25,0.208205133676529,"[0,0.5)"
-127.25,59.25,0.6468785405159,"[0.5,1)"
-126.75,59.25,0.123639561235905,"[0,0.5)"
-126.25,59.25,0.386353671550751,"[0,0.5)"
-125.75,59.25,1.678262591362,"[1.5,2)"
-125.25,59.25,0.179383367300034,"[0,0.5)"
-124.75,59.25,3.67091226577759,"[3.5,4)"
-124.25,59.25,0.0111021725460887,"[0,0.5)"
-123.75,59.25,0,"[0,0.5)"
-123.25,59.25,0,"[0,0.5)"
-122.75,59.25,0.896452605724335,"[0.5,1)"
-122.25,59.25,0,"[0,0.5)"
-121.75,59.25,0.366677045822144,"[0,0.5)"
-121.25,59.25,0.230411157011986,"[0,0.5)"
-120.75,59.25,,
-120.25,59.25,0.0329702273011208,"[0,0.5)"
-119.75,59.25,0.921129763126373,"[0.5,1)"
-119.25,59.25,0,"[0,0.5)"
-118.75,59.25,15.4205207824707,"[15,20)"
-118.25,59.25,0,"[0,0.5)"
-117.75,59.25,0.112074844539166,"[0,0.5)"
-117.25,59.25,0.340160876512527,"[0,0.5)"
-116.75,59.25,0.62657630443573,"[0.5,1)"
-116.25,59.25,0.133879795670509,"[0,0.5)"
-115.75,59.25,4.61170148849487,"[4.5,5)"
-115.25,59.25,0.0663383826613426,"[0,0.5)"
-114.75,59.25,0.160069033503532,"[0,0.5)"
-114.25,59.25,0.68365091085434,"[0.5,1)"
-113.75,59.25,0.0959780514240265,"[0,0.5)"
-113.25,59.25,0.341705679893494,"[0,0.5)"
-112.75,59.25,0.25663286447525,"[0,0.5)"
-112.25,59.25,0.808843553066254,"[0.5,1)"
-111.75,59.25,4.51627111434937,"[4.5,5)"
-111.25,59.25,0.321800768375397,"[0,0.5)"
-110.75,59.25,0.286737859249115,"[0,0.5)"
-110.25,59.25,0.74055278301239,"[0.5,1)"
-109.75,59.25,0.218140482902527,"[0,0.5)"
-109.25,59.25,0.00319673749618232,"[0,0.5)"
-108.75,59.25,0.35288143157959,"[0,0.5)"
-108.25,59.25,0.0155605217441916,"[0,0.5)"
-107.75,59.25,0.906063616275787,"[0.5,1)"
-107.25,59.25,0.308607280254364,"[0,0.5)"
-106.75,59.25,1.29675376415253,"[1,1.5)"
-106.25,59.25,0.656622529029846,"[0.5,1)"
-105.75,59.25,1.25912261009216,"[1,1.5)"
-105.25,59.25,0.353592664003372,"[0,0.5)"
-104.75,59.25,0.217922061681747,"[0,0.5)"
-104.25,59.25,0.0607246644794941,"[0,0.5)"
-103.75,59.25,0.108971826732159,"[0,0.5)"
-103.25,59.25,0.398320019245148,"[0,0.5)"
-102.75,59.25,1.04073977470398,"[1,1.5)"
-102.25,59.25,0.0483704954385757,"[0,0.5)"
-101.75,59.25,0.953623414039612,"[0.5,1)"
-101.25,59.25,0,"[0,0.5)"
-100.75,59.25,0.351075559854507,"[0,0.5)"
-100.25,59.25,0.175729677081108,"[0,0.5)"
-99.75,59.25,0.00237764604389668,"[0,0.5)"
-99.25,59.25,0.42199581861496,"[0,0.5)"
-98.75,59.25,1.8527899980545,"[1.5,2)"
-98.25,59.25,1.93704235553741,"[1.5,2)"
-97.75,59.25,0.0807560756802559,"[0,0.5)"
-97.25,59.25,0,"[0,0.5)"
-96.75,59.25,2.55083179473877,"[2.5,3)"
-96.25,59.25,0.131183415651321,"[0,0.5)"
-95.75,59.25,0.0144184902310371,"[0,0.5)"
-95.25,59.25,0,"[0,0.5)"
-94.75,59.25,2.62169408798218,"[2.5,3)"
-94.25,59.25,1.44503939151764,"[1,1.5)"
-93.75,59.25,2.13905119895935,"[2,2.5)"
-93.25,59.25,0.209499061107636,"[0,0.5)"
-92.75,59.25,1.60457503795624,"[1.5,2)"
-92.25,59.25,1.09853839874268,"[1,1.5)"
-91.75,59.25,1.35704052448273,"[1,1.5)"
-91.25,59.25,0.912751853466034,"[0.5,1)"
-90.75,59.25,0.96040540933609,"[0.5,1)"
-90.25,59.25,2.60912609100342,"[2.5,3)"
-89.75,59.25,0.652699112892151,"[0.5,1)"
-89.25,59.25,0.0743232592940331,"[0,0.5)"
-88.75,59.25,0.372083872556686,"[0,0.5)"
-88.25,59.25,0.611863672733307,"[0.5,1)"
-87.75,59.25,1.22639882564545,"[1,1.5)"
-87.25,59.25,,
-86.75,59.25,3.53463625907898,"[3.5,4)"
-86.25,59.25,0.12109836935997,"[0,0.5)"
-85.75,59.25,1.97125744819641,"[1.5,2)"
-85.25,59.25,1.88872361183167,"[1.5,2)"
-84.75,59.25,0.757795035839081,"[0.5,1)"
-84.25,59.25,0.747927725315094,"[0.5,1)"
-83.75,59.25,0.677975237369537,"[0.5,1)"
-83.25,59.25,0.294490694999695,"[0,0.5)"
-82.75,59.25,0.861133635044098,"[0.5,1)"
-82.25,59.25,1.34813797473907,"[1,1.5)"
-81.75,59.25,0.168346658349037,"[0,0.5)"
-81.25,59.25,0.821254432201386,"[0.5,1)"
-80.75,59.25,0.0329084768891335,"[0,0.5)"
-80.25,59.25,0.895329058170319,"[0.5,1)"
-79.75,59.25,0.451217204332352,"[0,0.5)"
-79.25,59.25,0.257724851369858,"[0,0.5)"
-78.75,59.25,1.89375042915344,"[1.5,2)"
-78.25,59.25,1.89525187015533,"[1.5,2)"
-77.75,59.25,0.227430567145348,"[0,0.5)"
-77.25,59.25,0.781478345394135,"[0.5,1)"
-76.75,59.25,1.88031244277954,"[1.5,2)"
-76.25,59.25,1.69176280498505,"[1.5,2)"
-75.75,59.25,0.482303023338318,"[0,0.5)"
-75.25,59.25,0.377819776535034,"[0,0.5)"
-74.75,59.25,1.07672250270844,"[1,1.5)"
-74.25,59.25,0.513516366481781,"[0.5,1)"
-73.75,59.25,0.119770780205727,"[0,0.5)"
-73.25,59.25,1.11764872074127,"[1,1.5)"
-72.75,59.25,0.192234575748444,"[0,0.5)"
-72.25,59.25,0.773286581039429,"[0.5,1)"
-71.75,59.25,0.656366884708405,"[0.5,1)"
-71.25,59.25,0.324697881937027,"[0,0.5)"
-70.75,59.25,0.583148717880249,"[0.5,1)"
-70.25,59.25,1.07765102386475,"[1,1.5)"
-69.75,59.25,1.18174684047699,"[1,1.5)"
-69.25,59.25,0.546519339084625,"[0.5,1)"
-68.75,59.25,0.208626359701157,"[0,0.5)"
-68.25,59.25,0.109161548316479,"[0,0.5)"
-67.75,59.25,2.22876191139221,"[2,2.5)"
-67.25,59.25,1.12059855461121,"[1,1.5)"
-66.75,59.25,0.49899235367775,"[0,0.5)"
-66.25,59.25,1.6771696805954,"[1.5,2)"
-65.75,59.25,1.22459518909454,"[1,1.5)"
-65.25,59.25,0.517546713352203,"[0.5,1)"
-64.75,59.25,0.0248213484883308,"[0,0.5)"
-64.25,59.25,0.240123957395554,"[0,0.5)"
-63.75,59.25,0.997887492179871,"[0.5,1)"
-63.25,59.25,1.44069015979767,"[1,1.5)"
-62.75,59.25,2.15255117416382,"[2,2.5)"
-62.25,59.25,0.923085927963257,"[0.5,1)"
-61.75,59.25,0.729423105716705,"[0.5,1)"
-61.25,59.25,1.3981990814209,"[1,1.5)"
-60.75,59.25,1.21217131614685,"[1,1.5)"
-60.25,59.25,2.64296007156372,"[2.5,3)"
-59.75,59.25,0.689271688461304,"[0.5,1)"
-59.25,59.25,0.937150895595551,"[0.5,1)"
-58.75,59.25,1.83638262748718,"[1.5,2)"
-58.25,59.25,0.607850193977356,"[0.5,1)"
-57.75,59.25,0.805712997913361,"[0.5,1)"
-57.25,59.25,1.77497363090515,"[1.5,2)"
-56.75,59.25,2.34958076477051,"[2,2.5)"
-56.25,59.25,1.14816951751709,"[1,1.5)"
-55.75,59.25,2.60824966430664,"[2.5,3)"
-55.25,59.25,1.50861549377441,"[1.5,2)"
-54.75,59.25,1.36691534519196,"[1,1.5)"
-54.25,59.25,1.03770506381989,"[1,1.5)"
-53.75,59.25,1.78356182575226,"[1.5,2)"
-53.25,59.25,1.52554488182068,"[1.5,2)"
-52.75,59.25,3.21563291549683,"[3,3.5)"
-52.25,59.25,0.706651270389557,"[0.5,1)"
-51.75,59.25,2.09168243408203,"[2,2.5)"
-51.25,59.25,3.14086985588074,"[3,3.5)"
-50.75,59.25,0.878980934619904,"[0.5,1)"
-50.25,59.25,2.41182851791382,"[2,2.5)"
-49.75,59.25,1.00878989696503,"[1,1.5)"
-49.25,59.25,1.84687721729279,"[1.5,2)"
-48.75,59.25,0.922830879688263,"[0.5,1)"
-48.25,59.25,1.48105752468109,"[1,1.5)"
-47.75,59.25,1.10303449630737,"[1,1.5)"
-47.25,59.25,1.3845511674881,"[1,1.5)"
-46.75,59.25,2.28989338874817,"[2,2.5)"
-46.25,59.25,0.760980844497681,"[0.5,1)"
-45.75,59.25,1.13677370548248,"[1,1.5)"
-45.25,59.25,2.07456064224243,"[2,2.5)"
-44.75,59.25,1.92802703380585,"[1.5,2)"
-44.25,59.25,3.25470185279846,"[3,3.5)"
-43.75,59.25,0.507252156734467,"[0.5,1)"
-43.25,59.25,2.45487117767334,"[2,2.5)"
-42.75,59.25,0.459770828485489,"[0,0.5)"
-42.25,59.25,1.83233261108398,"[1.5,2)"
-41.75,59.25,2.31186842918396,"[2,2.5)"
-41.25,59.25,3.58819341659546,"[3.5,4)"
-40.75,59.25,1.91922760009766,"[1.5,2)"
-40.25,59.25,1.09985435009003,"[1,1.5)"
-39.75,59.25,2.19824051856995,"[2,2.5)"
-39.25,59.25,1.71543264389038,"[1.5,2)"
-38.75,59.25,1.07663357257843,"[1,1.5)"
-38.25,59.25,1.90152263641357,"[1.5,2)"
-37.75,59.25,1.27294743061066,"[1,1.5)"
-37.25,59.25,1.12735247612,"[1,1.5)"
-36.75,59.25,0.796600580215454,"[0.5,1)"
-36.25,59.25,0.818949699401856,"[0.5,1)"
-35.75,59.25,1.53880059719086,"[1.5,2)"
-35.25,59.25,0.911864936351776,"[0.5,1)"
-34.75,59.25,1.97797882556915,"[1.5,2)"
-34.25,59.25,1.06815254688263,"[1,1.5)"
-33.75,59.25,0.740143895149231,"[0.5,1)"
-33.25,59.25,0.508899807929993,"[0.5,1)"
-32.75,59.25,1.11210322380066,"[1,1.5)"
-32.25,59.25,0.683022916316986,"[0.5,1)"
-31.75,59.25,0.819003522396088,"[0.5,1)"
-31.25,59.25,1.04276537895203,"[1,1.5)"
-30.75,59.25,0.60948783159256,"[0.5,1)"
-30.25,59.25,2.03088140487671,"[2,2.5)"
-29.75,59.25,0.764385044574738,"[0.5,1)"
-29.25,59.25,0.289530873298645,"[0,0.5)"
-28.75,59.25,1.61415338516235,"[1.5,2)"
-28.25,59.25,1.26779246330261,"[1,1.5)"
-27.75,59.25,1.18663775920868,"[1,1.5)"
-27.25,59.25,0.766733586788178,"[0.5,1)"
-26.75,59.25,0.910465896129608,"[0.5,1)"
-26.25,59.25,0.215811640024185,"[0,0.5)"
-25.75,59.25,0.737685680389404,"[0.5,1)"
-25.25,59.25,1.32356417179108,"[1,1.5)"
-24.75,59.25,1.42481410503387,"[1,1.5)"
-24.25,59.25,1.73185694217682,"[1.5,2)"
-23.75,59.25,1.05648243427277,"[1,1.5)"
-23.25,59.25,0.45617949962616,"[0,0.5)"
-22.75,59.25,1.75001311302185,"[1.5,2)"
-22.25,59.25,2.07974195480347,"[2,2.5)"
-21.75,59.25,2.08377075195313,"[2,2.5)"
-21.25,59.25,0.726154744625092,"[0.5,1)"
-20.75,59.25,0.664364218711853,"[0.5,1)"
-20.25,59.25,1.72988331317902,"[1.5,2)"
-19.75,59.25,1.1949098110199,"[1,1.5)"
-19.25,59.25,1.75368070602417,"[1.5,2)"
-18.75,59.25,0.652199745178223,"[0.5,1)"
-18.25,59.25,1.8313455581665,"[1.5,2)"
-17.75,59.25,0.489348977804184,"[0,0.5)"
-17.25,59.25,1.60201549530029,"[1.5,2)"
-16.75,59.25,0.827003955841065,"[0.5,1)"
-16.25,59.25,0.583219468593597,"[0.5,1)"
-15.75,59.25,0.650064706802368,"[0.5,1)"
-15.25,59.25,1.40729534626007,"[1,1.5)"
-14.75,59.25,1.33550548553467,"[1,1.5)"
-14.25,59.25,1.46973264217377,"[1,1.5)"
-13.75,59.25,1.02970504760742,"[1,1.5)"
-13.25,59.25,1.32629466056824,"[1,1.5)"
-12.75,59.25,1.76285684108734,"[1.5,2)"
-12.25,59.25,0.763166785240173,"[0.5,1)"
-11.75,59.25,1.36066436767578,"[1,1.5)"
-11.25,59.25,0.828167021274567,"[0.5,1)"
-10.75,59.25,1.7283923625946,"[1.5,2)"
-10.25,59.25,1.6141277551651,"[1.5,2)"
-9.75,59.25,1.3969053030014,"[1,1.5)"
-9.25,59.25,1.60740029811859,"[1.5,2)"
-8.75,59.25,1.08248603343964,"[1,1.5)"
-8.25,59.25,1.89100289344788,"[1.5,2)"
-7.75,59.25,1.226682305336,"[1,1.5)"
-7.25,59.25,2.05182361602783,"[2,2.5)"
-6.75,59.25,1.21012592315674,"[1,1.5)"
-6.25,59.25,2.60694909095764,"[2.5,3)"
-5.75,59.25,2.38240742683411,"[2,2.5)"
-5.25,59.25,1.41545987129211,"[1,1.5)"
-4.75,59.25,2.8563928604126,"[2.5,3)"
-4.25,59.25,2.31752562522888,"[2,2.5)"
-3.75,59.25,3.72969150543213,"[3.5,4)"
-3.25,59.25,1.19260454177856,"[1,1.5)"
-2.75,59.25,3.52428483963013,"[3.5,4)"
-2.25,59.25,2.47802090644836,"[2,2.5)"
-1.75,59.25,1.84787333011627,"[1.5,2)"
-1.25,59.25,1.56336522102356,"[1.5,2)"
-0.75,59.25,1.78337824344635,"[1.5,2)"
-0.25,59.25,2.16955852508545,"[2,2.5)"
0.25,59.25,1.31110072135925,"[1,1.5)"
0.75,59.25,2.36940932273865,"[2,2.5)"
